Searchable Tobacco Products Database data as of 08/05/2026

"Company","Product Name","Category","Sub-Category","Submission Type - Marketing Authority","Date of Action","Order Letter","Decision Summary","Environmental Assessment","FONSI","STN","Associated MRTP","Additional Information","Additional Information Link"
"LGMYC L.P.","El Septimo Kolosso Amethyst Toro (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/27/2020","N/A","N/A","N/A","N/A","GF2013578","","",""
"LGMYC L.P.","El Septimo Kolosso Amethyst Toro (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/29/2020","N/A","N/A","N/A","N/A","GF2013579","","",""
"LGMYC L.P.","El Septimo Lindo (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/29/2020","N/A","N/A","N/A","N/A","GF2013580","","",""
"LGMYC L.P.","El Septimo Lindo (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/29/2020","N/A","N/A","N/A","N/A","GF2013581","","",""
"LGMYC L.P.","El Septimo Long Shot Black (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/29/2020","N/A","N/A","N/A","N/A","GF2013582","","",""
"LGMYC L.P.","El Septimo Marilyn Piramide (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/29/2020","N/A","N/A","N/A","N/A","GF2013583","","",""
"LGMYC L.P.","El Septimo Marilyn Robusto (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/29/2020","N/A","N/A","N/A","N/A","GF2013584","","",""
"LGMYC L.P.","El Septimo Marilyn Toro (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/29/2020","N/A","N/A","N/A","N/A","GF2013585","","",""
"LGMYC L.P.","El Septimo Mirifico Amethyst (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/23/2020","N/A","N/A","N/A","N/A","GF2013586","","",""
"LGMYC L.P.","El Septimo Mirifico Amethyst (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/23/2020","N/A","N/A","N/A","N/A","GF2013587","","",""
"LGMYC L.P.","El Septimo Mirifico Enchantment (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/22/2020","N/A","N/A","N/A","N/A","GF2013588","","",""
"LGMYC L.P.","El Septimo Mirifico Enchantment (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/15/2020","N/A","N/A","N/A","N/A","GF2013589","","",""
"LGMYC L.P.","El Septimo Mirifico Esmeralda (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/15/2020","N/A","N/A","N/A","N/A","GF2013590","","",""
"LGMYC L.P.","El Septimo Mirifico Esmeralda (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/08/2020","N/A","N/A","N/A","N/A","GF2013593","","",""
"LGMYC L.P.","El Septimo Mirifico Sapphire (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/08/2020","N/A","N/A","N/A","N/A","GF2013594","","",""
"LGMYC L.P.","El Septimo Mirifico Sapphire (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/16/2020","N/A","N/A","N/A","N/A","GF2013595","","",""
"LGMYC L.P.","El Septimo Mitico (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/08/2020","N/A","N/A","N/A","N/A","GF2013596","","",""
"LGMYC L.P.","El Septimo Mitico (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/06/2020","N/A","N/A","N/A","N/A","GF2013597","","",""
"LGMYC L.P.","El Septimo New York (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/06/2020","N/A","N/A","N/A","N/A","GF2013598","","",""
"LGMYC L.P.","El Septimo Paris (Box of 15)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/06/2020","N/A","N/A","N/A","N/A","GF2013599","","",""
"LGMYC L.P.","El Septimo Paris (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/02/2020","N/A","N/A","N/A","N/A","GF2013600","","",""
"LGMYC L.P.","El Septimo Precioso Pink (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/01/2020","N/A","N/A","N/A","N/A","GF2013601","","",""
"LGMYC L.P.","El Septimo Precioso Pink (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/01/2020","N/A","N/A","N/A","N/A","GF2013602","","",""
"LGMYC L.P.","El Septimo Rebelde Blue (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/01/2020","N/A","N/A","N/A","N/A","GF2013603","","",""
"LGMYC L.P.","El Septimo Rebelde Blue (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/01/2020","N/A","N/A","N/A","N/A","GF2013604","","",""
"LGMYC L.P.","El Septimo Sabor Red (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/08/2020","N/A","N/A","N/A","N/A","GF2013605","","",""
"LGMYC L.P.","El Septimo Sabor Red (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/01/2021","N/A","N/A","N/A","N/A","GF2013606","","",""
"LGMYC L.P.","El Septimo Small Sabor Blue (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/08/2020","N/A","N/A","N/A","N/A","GF2013607","","",""
"LGMYC L.P.","El Septimo Small Sabor Blue Toro (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/08/2020","N/A","N/A","N/A","N/A","GF2013608","","",""
"LGMYC L.P.","El Septimo Short Dream (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/15/2020","N/A","N/A","N/A","N/A","GF2013609","","",""
"LGMYC L.P.","El Septimo Short Dream (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","02/01/2021","N/A","N/A","N/A","N/A","GF2013610","","",""
"LGMYC L.P.","El Septimo Short Dream Amarillo (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/15/2020","N/A","N/A","N/A","N/A","GF2013611 ","","",""
"LGMYC L.P.","El Septimo Short Dream Amarillo (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/15/2020","N/A","N/A","N/A","N/A","GF2013612","","",""
"LGMYC L.P.","El Septimo Short Dream Topaz (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/15/2020","N/A","N/A","N/A","N/A","GF2013613","","",""
"LGMYC L.P.","El Septimo Short Dream Topaz (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/15/2020","N/A","N/A","N/A","N/A","GF2013614","","",""
"LGMYC L.P.","El Septimo Simbolo (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/15/2020","N/A","N/A","N/A","N/A","GF2013615","","",""
"LGMYC L.P.","El Septimo Simbolo (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/15/2020","N/A","N/A","N/A","N/A","GF2013616","","",""
"LGMYC L.P.","El Septimo Small Impact Green (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/15/2020","N/A","N/A","N/A","N/A","GF2013617","","",""
"LGMYC L.P.","El Septimo Small Impact Green (Box of 25)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/16/2020","N/A","N/A","N/A","N/A","GF2013618","","",""
"LGMYC L.P.","El Septimo X-Trem Shot (Box of 10)","Cigar","","PTP Determination Req - Established Pre-Existing Tobacco Product","10/15/2020","N/A","N/A","N/A","N/A","GF2013619","","",""
